id,title,full_text,paragraphs,references,children
234.7100,Policy.,"(a) The cost and software data reporting (CSDR) requirement is mandatory for major defense acquisition programs (as defined in 10 U.S.C. 4201 ), and major automated information system programs (as defined in 10 U.S.C. 2445a) as specified in DoDI 5000.02, Operation of the Defense Acquisition System and the DoD 5000.04–M–1, CSDR Manual. The CSDR system is applied in accordance with the reporting requirements established in DoDI 5000.02. The two principal components of the CSDR system are contractor cost data reporting and software resources data reporting.
(b)  Prior to contract award, contracting officers shall consult with the Defense Cost and Resource Center to determine that the offeror selected for award has proposed a standard CSDR system, as described in the offeror’s proposal, in response to the provision at 252.234–7003, that is in compliance with DoDI 5000.02, Operation of the Defense Acquisition System, and the DoD 5000.04–M–1, CSDR Manual.
(c)  Contact information for the Defense Cost and Resource Center and the Deputy Director, Cost Assessment, is located at PGI 234.7100 .","['(a) The cost and software data reporting (CSDR) requirement is mandatory for major defense acquisition programs (as defined in 10 U.S.C. 4201 ), and major automated information system programs (as defined in 10 U.S.C. 2445a) as specified in DoDI 5000.02, Operation of the Defense Acquisition System and the DoD 5000.04–M–1, CSDR Manual. The CSDR system is applied in accordance with the reporting requirements established in DoDI 5000.02. The two principal components of the CSDR system are contractor cost data reporting and software resources data reporting.', '(b)  Prior to contract award, contracting officers shall consult with the Defense Cost and Resource Center to determine that the offeror selected for award has proposed a standard CSDR system, as described in the offeror’s proposal, in response to the provision at 252.234–7003, that is in compliance with DoDI 5000.02, Operation of the Defense Acquisition System, and the DoD 5000.04–M–1, CSDR Manual.', '(c)  Contact information for the Defense Cost and Resource Center and the Deputy Director, Cost Assessment, is located at PGI 234.7100 .']",,
234.7101,Solicitation provision and contract clause.,"(a)  Use the basic or the alternate of the provision at 252.234-7003, Notice of Cost and Software Data Reporting System, in any solicitation that includes the basic or the alternate of the clause at 252.234-7004 , Cost and Software Data Reporting.
(1)  Use the basic provision when the solicitation includes the clause at 252.234-7004 , Cost and Software Data Reporting—Basic.
(2)  Use the alternate I provision when the solicitation includes the clause at 252.234-7004 , Cost and Software Data Reporting—Alternate I.
(b)  Use the basic or the alternate of the clause at 252.234-7004 , Cost and Software Data Reporting System, in solicitations that include major defense acquisition programs or major automated information system programs as follows:
(1)  Use the basic clause in solicitations and contracts for major defense acquisition programs or major automated information system programs that exceed $50 million.
(2)  Use the alternate I clause in solicitations and contracts for major defense acquisition programs or major automated information system programs with a value equal to or greater than $20 million, but less than or equal to $50 million, when so directed by the program manager with the approval of the OSD Deputy Director, Cost Assessment.","['(a)  Use the basic or the alternate of the provision at 252.234-7003, Notice of Cost and Software Data Reporting System, in any solicitation that includes the basic or the alternate of the clause at 252.234-7004 , Cost and Software Data Reporting.', '(1)  Use the basic provision when the solicitation includes the clause at 252.234-7004 , Cost and Software Data Reporting—Basic.', '(2)  Use the alternate I provision when the solicitation includes the clause at 252.234-7004 , Cost and Software Data Reporting—Alternate I.', '(b)  Use the basic or the alternate of the clause at 252.234-7004 , Cost and Software Data Reporting System, in solicitations that include major defense acquisition programs or major automated information system programs as follows:', '(1)  Use the basic clause in solicitations and contracts for major defense acquisition programs or major automated information system programs that exceed $50 million.', '(2)  Use the alternate I clause in solicitations and contracts for major defense acquisition programs or major automated information system programs with a value equal to or greater than $20 million, but less than or equal to $50 million, when so directed by the program manager with the approval of the OSD Deputy Director, Cost Assessment.']","252.234-7004,252.234-7004,252.234-7004,252.234-7004",
218.170,Additional acquisition flexibilities.,"Additional acquisition flexibilities available to DoD are as follows:
(a) Circumstances permitting other than full and open competition. Use of the authority at FAR 6.302-2, Unusual and compelling urgency, may be appropriate under certain circumstances. See PGI 206.302-2 .
(b) Use of advance Military Interdepartmental Purchase Request (MIPR) . For urgent requirements, the advance MIPR may be transmitted electronically. See PGI 208.7004-3 .
(c) Use of the Governmentwide commercial purchase card. Governmentwide commercial purchase cards do not have to be used for purchases valued at or below the micro-purchase threshold if the place of performance is entirely outside the United States. See 213.270 (c)(1).
(d) Master agreement for repair and alteration of vessels. The contracting officer, without soliciting offers, may issue a written job order for emergency work to a contractor that has previously executed a master agreement, when delay would endanger a vessel, its cargo or stores, or when military necessity requires immediate work on a vessel. See 217.7103-4 , 252.217-7010 , and PGI 217.7103-4.
(e) Spare parts breakout program. An urgent immediate buy need not be delayed if an evaluation of the additional information cannot be completed in time to meet the required delivery date. See PGI 217.7506, paragraph 1-105(e).
(f) Storage and disposal of toxic and hazardous materials. Under certain emergency situations, exceptions apply with regard to the prohibition on storage or disposal of non-DoD-owned toxic or hazardous materials on DoD installations. See 223.7102 (a)(3) and (7).
(g) Authorization Acts, Appropriations Acts, and other statutory restrictions on foreign acquisition. Acquisitions in the following categories are not subject to the restrictions of 225.7002 , Restrictions on food, clothing, fabrics, specialty metals, and hand or measuring tools: (1) Acquisitions at or below the simplified acquisition threshold; (2) Acquisitions outside the United States in support of combat operations; (3) Acquisitions of perishable foods by or for activities located outside the United States for personnel of those activities; (4) Acquisitions of food, specialty metals, or hand or measuring tools in support of contingency operations, or for which the use of other than competitive procedures has been approved on the basis of unusual and compelling urgency in accordance with FAR 6.302-2; (5) Emergency acquisitions by activities located outside the United States for personnel of those activities; and (6) Acquisitions by vessels in foreign waters. See 225.7002-2 .
(h) Rights in technical data. The agency head may notify a person asserting a restriction that urgent or compelling circumstances (e.g., emergency repair or overhaul) do not permit the Government to continue to respect the asserted restriction. See 227.7102-2 ; 227.7103-5 ; 227.7103-13 ; 227.7104 ; 227.7203-13 ; 252.227-7013 ; 252.227-7014 ; 252.227-7015 ; 252.227-7018 ; and 252.227-7037 .
(i) Tax exemption in Spain. If copies of a contract are not available and duty-free import of equipment or materials is urgent, the contracting officer may send the Joint United States Military Group copies of the Letter of Intent or a similar document indicating the pending award. See PGI 229.7001.
(j) Electronic submission and processing of payment requests. Exceptions to the use of Wide Area WorkFlow are at 232.7002 (a).
(k) Mortuary services. In an epidemic or other emergency, the contracting activity may obtain services beyond the capacity of the contractor's facilities from other sources. See 237.7003 (a) and 252.237-7003 .","['Additional acquisition flexibilities available to DoD are as follows:', '(a) Circumstances permitting other than full and open competition. Use of the authority at FAR 6.302-2, Unusual and compelling urgency, may be appropriate under certain circumstances. See PGI 206.302-2 .', '(b) Use of advance Military Interdepartmental Purchase Request (MIPR) . For urgent requirements, the advance MIPR may be transmitted electronically. See PGI 208.7004-3 .', '(c) Use of the Governmentwide commercial purchase card. Governmentwide commercial purchase cards do not have to be used for purchases valued at or below the micro-purchase threshold if the place of performance is entirely outside the United States. See 213.270 (c)(1).', '(d) Master agreement for repair and alteration of vessels. The contracting officer, without soliciting offers, may issue a written job order for emergency work to a contractor that has previously executed a master agreement, when delay would endanger a vessel, its cargo or stores, or when military necessity requires immediate work on a vessel. See 217.7103-4 , 252.217-7010 , and PGI 217.7103-4.', '(e) Spare parts breakout program. An urgent immediate buy need not be delayed if an evaluation of the additional information cannot be completed in time to meet the required delivery date. See PGI 217.7506, paragraph 1-105(e).', '(f) Storage and disposal of toxic and hazardous materials. Under certain emergency situations, exceptions apply with regard to the prohibition on storage or disposal of non-DoD-owned toxic or hazardous materials on DoD installations. See 223.7102 (a)(3) and (7).', '(g) Authorization Acts, Appropriations Acts, and other statutory restrictions on foreign acquisition. Acquisitions in the following categories are not subject to the restrictions of 225.7002 , Restrictions on food, clothing, fabrics, specialty metals, and hand or measuring tools: (1) Acquisitions at or below the simplified acquisition threshold; (2) Acquisitions outside the United States in support of combat operations; (3) Acquisitions of perishable foods by or for activities located outside the United States for personnel of those activities; (4) Acquisitions of food, specialty metals, or hand or measuring tools in support of contingency operations, or for which the use of other than competitive procedures has been approved on the basis of unusual and compelling urgency in accordance with FAR 6.302-2; (5) Emergency acquisitions by activities located outside the United States for personnel of those activities; and (6) Acquisitions by vessels in foreign waters. See 225.7002-2 .', '(h) Rights in technical data. The agency head may notify a person asserting a restriction that urgent or compelling circumstances (e.g., emergency repair or overhaul) do not permit the Government to continue to respect the asserted restriction. See 227.7102-2 ; 227.7103-5 ; 227.7103-13 ; 227.7104 ; 227.7203-13 ; 252.227-7013 ; 252.227-7014 ; 252.227-7015 ; 252.227-7018 ; and 252.227-7037 .', '(i) Tax exemption in Spain. If copies of a contract are not available and duty-free import of equipment or materials is urgent, the contracting officer may send the Joint United States Military Group copies of the Letter of Intent or a similar document indicating the pending award. See PGI 229.7001.', '(j) Electronic submission and processing of payment requests. Exceptions to the use of Wide Area WorkFlow are at 232.7002 (a).', ""(k) Mortuary services. In an epidemic or other emergency, the contracting activity may obtain services beyond the capacity of the contractor's facilities from other sources. See 237.7003 (a) and 252.237-7003 .""]","213.270,217.7103-4,252.217-7010,223.7102,225.7002,225.7002-2,227.7102-2,227.7103-5,227.7103-13,227.7104,227.7203-13,252.227-7013,252.227-7014,252.227-7015,252.227-7018,252.227-7037,232.7002,237.7003,252.237-7003",
218.201,Contingency operation.,"(1) Selection, appointment, and termination of appointment. Contracting officer qualification requirements pertaining to a baccalaureate degree do not apply to DoD employees or members of the armed forces who are in a contingency contracting force. See 201.603-2 (2).
(2) Policy for item unique identification. Contractors will not be required to provide DoD item unique identification if the items, as determined by the head of the contracting activity, are to be used to support a contingency operation. See 211.274-2 (b).
(3) Use of the Governmentwide commercial purchase card. Governmentwide commercial purchase cards do not have to be used for purchases valued at or below the micro-purchase threshold if the purchase or payment is for an overseas transaction by a contracting officer in support of a contingency operation, or for training exercises in preparation for overseas contingency, humanitarian, or peacekeeping operations. See 213.201 (g) and 213.270 (c)(3) and (5).
(4) Governmentwide commercial purchase card. A contracting office supporting a contingency operation or a humanitarian or peacekeeping operation may use the Governmentwide commercial purchase card to make a purchase that exceeds the micro-purchase threshold but does not exceed the simplified acquisition threshold if certain conditions are met. See 213.301 (3).
(5) Imprest funds and third party drafts. Imprest funds are authorized for use without further approval for overseas transactions at or below the micro-purchase threshold in support of a contingency operation or a humanitarian or peacekeeping operation. See 213.305-3 (d)(iii)(A).
(6) Standard Form (SF) 44, Purchase Order-Invoice-Voucher. SF 44s may be used for purchases not exceeding the simplified acquisition threshold for overseas transactions by contracting officers in support of a contingency operation or a humanitarian or peacekeeping operation. See 213.306 (a)(1)(B).
(7) Only one offer. The requirements at sections 215.371-2 do not apply to acquisitions, as determined by the head of the contracting activity, in support of a contingency operation. See 215.371-4 (a)(2).
(8) Approval of determination and findings for time-and-materials or labor-hour contracts. The approval requirements in paragraphs (d)(i)(A)( 1 ) and ( 2 ) of this section do not apply to contracts that, as determined by the head of the contracting activity, support contingency. See 216.601 (d)(3).
(9) Undefinitized contract actions. The head of the agency may waive certain limitations for undefinitized contract actions if the head of the agency determines that the waiver is necessary to support a contingency operation or a humanitarian or peacekeeping operation. See 217.7404-5 (b).
(10) Prohibited sources. DoD personnel are authorized to make emergency acquisitions in direct support of U.S. or allied forces deployed in military contingency, humanitarian, or peacekeeping operations in a country or region subject to economic sanctions administered by the Department of the Treasury, Office of Foreign Assets Control. See 225.701-70 .
(11) Authorization Acts, Appropriations Acts, and other statutory restrictions on foreign acquisition. Acquisitions in the following categories are not subject to the restrictions of 225.7002 , Restrictions on food, clothing, fabrics, specialty metals, and hand or measuring tools: (1) Acquisitions at or below the simplified acquisition threshold; (2) Acquisitions outside the United States in support of combat operations; (3) Acquisitions of perishable foods by or for activities located outside the United States for personnel of those activities; (4) Acquisitions of food, specialty metals, or hand or measuring tools in support of contingency operations, or for which the use of other than competitive procedures has been approved on the basis of unusual and compelling urgency in accordance with FAR 6.302-2; (5) Emergency acquisitions by activities located outside the United States for personnel of those activities; and (6) Acquisitions by vessels in foreign waters. See 225.7002-2 .
(12) Electronic submission and processing of payment requests. Contractors do not have to submit payment requests in electronic form for contracts awarded by deployed contracting officers in the course of military operations, including contingency operations or humanitarian or peacekeeping operations. See 232.7002 (a)(4).","['(1) Selection, appointment, and termination of appointment. Contracting officer qualification requirements pertaining to a baccalaureate degree do not apply to DoD employees or members of the armed forces who are in a contingency contracting force. See 201.603-2 (2).', '(2) Policy for item unique identification. Contractors will not be required to provide DoD item unique identification if the items, as determined by the head of the contracting activity, are to be used to support a contingency operation. See 211.274-2 (b).', '(3) Use of the Governmentwide commercial purchase card. Governmentwide commercial purchase cards do not have to be used for purchases valued at or below the micro-purchase threshold if the purchase or payment is for an overseas transaction by a contracting officer in support of a contingency operation, or for training exercises in preparation for overseas contingency, humanitarian, or peacekeeping operations. See 213.201 (g) and 213.270 (c)(3) and (5).', '(4) Governmentwide commercial purchase card. A contracting office supporting a contingency operation or a humanitarian or peacekeeping operation may use the Governmentwide commercial purchase card to make a purchase that exceeds the micro-purchase threshold but does not exceed the simplified acquisition threshold if certain conditions are met. See 213.301 (3).', '(5) Imprest funds and third party drafts. Imprest funds are authorized for use without further approval for overseas transactions at or below the micro-purchase threshold in support of a contingency operation or a humanitarian or peacekeeping operation. See 213.305-3 (d)(iii)(A).', '(6) Standard Form (SF) 44, Purchase Order-Invoice-Voucher. SF 44s may be used for purchases not exceeding the simplified acquisition threshold for overseas transactions by contracting officers in support of a contingency operation or a humanitarian or peacekeeping operation. See 213.306 (a)(1)(B).', '(7) Only one offer. The requirements at sections 215.371-2 do not apply to acquisitions, as determined by the head of the contracting activity, in support of a contingency operation. See 215.371-4 (a)(2).', '(8) Approval of determination and findings for time-and-materials or labor-hour contracts. The approval requirements in paragraphs (d)(i)(A)( 1 ) and ( 2 ) of this section do not apply to contracts that, as determined by the head of the contracting activity, support contingency. See 216.601 (d)(3).', '(9) Undefinitized contract actions. The head of the agency may waive certain limitations for undefinitized contract actions if the head of the agency determines that the waiver is necessary to support a contingency operation or a humanitarian or peacekeeping operation. See 217.7404-5 (b).', '(10) Prohibited sources. DoD personnel are authorized to make emergency acquisitions in direct support of U.S. or allied forces deployed in military contingency, humanitarian, or peacekeeping operations in a country or region subject to economic sanctions administered by the Department of the Treasury, Office of Foreign Assets Control. See 225.701-70 .', '(11) Authorization Acts, Appropriations Acts, and other statutory restrictions on foreign acquisition. Acquisitions in the following categories are not subject to the restrictions of 225.7002 , Restrictions on food, clothing, fabrics, specialty metals, and hand or measuring tools: (1) Acquisitions at or below the simplified acquisition threshold; (2) Acquisitions outside the United States in support of combat operations; (3) Acquisitions of perishable foods by or for activities located outside the United States for personnel of those activities; (4) Acquisitions of food, specialty metals, or hand or measuring tools in support of contingency operations, or for which the use of other than competitive procedures has been approved on the basis of unusual and compelling urgency in accordance with FAR 6.302-2; (5) Emergency acquisitions by activities located outside the United States for personnel of those activities; and (6) Acquisitions by vessels in foreign waters. See 225.7002-2 .', '(12) Electronic submission and processing of payment requests. Contractors do not have to submit payment requests in electronic form for contracts awarded by deployed contracting officers in the course of military operations, including contingency operations or humanitarian or peacekeeping operations. See 232.7002 (a)(4).']","201.603-2,211.274-2,213.201,213.270,213.301,213.305-3,213.306,215.371-2,215.371-4,216.601,217.7404-5,225.701-70,225.7002,225.7002-2,232.7002",
218.202,Defense or recovery from certain events.,"For acquisitions that, as determined by the head of the contracting activity, are to facilitate defense against or recovery from cyber, nuclear, biological, chemical, or radiological attack; to facilitate provision of international disaster assistance; or to support response to an emergency or major disaster, the following requirements do not apply:
(1) Policy for unique item identification at 211.274-2 (a). Contractors are not required to provide DoD unique item identification if the items are to be used to facilitate defense against or recovery from nuclear, biological, chemical, or radiological attack. However, contractors are not exempt from this requirement if the items are to be used to facilitate defense against or recovery from cyber attack. See 211.274-2 (b).
(2) Only one offer requirements at section 215.371-2 . See 215.371-4 (a)(2).
(3) Approval of determination and findings for time-and-materials or labor-hour contracts at 216.601 (d)(i)(A)(1) and (2). See 216.601 (d)(3).","['For acquisitions that, as determined by the head of the contracting activity, are to facilitate defense against or recovery from cyber, nuclear, biological, chemical, or radiological attack; to facilitate provision of international disaster assistance; or to support response to an emergency or major disaster, the following requirements do not apply:', '(1) Policy for unique item identification at 211.274-2 (a). Contractors are not required to provide DoD unique item identification if the items are to be used to facilitate defense against or recovery from nuclear, biological, chemical, or radiological attack. However, contractors are not exempt from this requirement if the items are to be used to facilitate defense against or recovery from cyber attack. See 211.274-2 (b).', '(2) Only one offer requirements at section 215.371-2 . See 215.371-4 (a)(2).', '(3) Approval of determination and findings for time-and-materials or labor-hour contracts at 216.601 (d)(i)(A)(1) and (2). See 216.601 (d)(3).']","211.274-2,211.274-2,215.371-2,215.371-4,216.601,216.601",
218.203,"Emergency declaration,or major disaster declaration.","(1) Establishing or maintaining
alternative sources. PGI contains a sample format for Determination
and Findings citing the authority of FAR 6.202(a), regarding exclusion
of a particular source in order to establish or maintain an alternative source
or sources. Alternate 2 of the sample format addresses having a
supplier available for furnishing supplies or services in case of
a national emergency. See PGI 206.202 .
(2) Electronic submission and processing
of payment requests. Contractors do not have to submit payment
requests in electronic form for contracts awarded by contracting
officers in the conduct of emergency operations, such as responses to
natural disasters or national or civil emergencies. See 232.7002 (a)(4).","['(1) Establishing or maintaining\nalternative sources. PGI contains a sample format for Determination\nand Findings citing the authority of FAR 6.202(a), regarding exclusion\nof a particular source in order to establish or maintain an alternative source\nor sources. Alternate 2 of the sample format addresses having a\nsupplier available for furnishing supplies or services in case of\na national emergency. See PGI 206.202 .', '(2) Electronic submission and processing\nof payment requests. Contractors do not have to submit payment\nrequests in electronic form for contracts awarded by contracting\nofficers in the conduct of emergency operations, such as responses to\nnatural disasters or national or civil emergencies. See 232.7002 (a)(4).']",232.7002,
218.204,Humanitarian or peacekeepingoperation.,"The following requirements do not apply to acquisitions
that, as determined by the head of the contracting activity, are
in support of humanitarian or peacekeeping operations:
(1) Policy for item unique identification
at 211.274-2 (a). See 211.274-2 (b).
(2) Only one offer requirements at sections 215.371-2 . See 215.371-4 (a)(2).
(3) Approval of determination and findings
for time-and-materials or labor-hour contracts at 216.601 (d)(i)(A)(1) and
(2). See 216.601 (d)(3).","['The following requirements do not apply to acquisitions\nthat, as determined by the head of the contracting activity, are\nin support of humanitarian or peacekeeping operations:', '(1) Policy for item unique identification\nat 211.274-2 (a). See 211.274-2 (b).', '(2) Only one offer requirements at sections 215.371-2 . See 215.371-4 (a)(2).', '(3) Approval of determination and findings\nfor time-and-materials or labor-hour contracts at 216.601 (d)(i)(A)(1) and\n(2). See 216.601 (d)(3).']","211.274-2,211.274-2,215.371-2,215.371-4,216.601,216.601",
218.270,Head of contracting activity determinations.,"The term “head of the agency” is replaced with “head of the contracting activity,” as defined in FAR 2.101, in the following locations:
(a)  FAR 2.101:  definition of “simplified acquisition threshold.”
(b)  FAR 12.102(f).
(c)  FAR 13.201(g).
(d)  FAR 13.500(c)(1).
(e)  FAR 18.2.","['The term “head of the agency” is replaced with “head of the contracting activity,” as defined in FAR 2.101, in the following locations:', '(a)  FAR 2.101:  definition of “simplified acquisition threshold.”', '(b)  FAR 12.102(f).', '(c)  FAR 13.201(g).', '(d)  FAR 13.500(c)(1).', '(e)  FAR 18.2.']",,
218.271,Use of electronic business tools.,"When supporting a contingency operation or humanitarian or peacekeeping operation, follow the procedures at PGI 218.271 concerning the use of electronic business tools.","['When supporting a contingency operation or humanitarian or peacekeeping operation, follow the procedures at PGI 218.271 concerning the use of electronic business tools.']",,
205.203,Publicizing and response time.,"(b)  Allow at least 45 days response time when requested by a qualifying or designated country source (as these terms are used in Part 225) and the request is consistent with the Government's requirement.
(S-70)  When using competitive procedures, if a solicitation allowed fewer than 30 days for receipt of offers and resulted in only one offer, the contracting officer shall resolicit, allowing an additional period of at least 30 days for receipt of offers, except as provided in 215.371-4 and 215.371-5 .","[""(b)  Allow at least 45 days response time when requested by a qualifying or designated country source (as these terms are used in Part 225) and the request is consistent with the Government's requirement."", '(S-70)  When using competitive procedures, if a solicitation allowed fewer than 30 days for receipt of offers and resulted in only one offer, the contracting officer shall resolicit, allowing an additional period of at least 30 days for receipt of offers, except as provided in 215.371-4 and 215.371-5 .']","215.371-4,215.371-5",
205.205,Special situations.,,[],,"205.205-70,205.205-71"
205.205-70,Notification of bundling of DoD contracts.,"(a)  When a proposed acquisition is funded entirely using DoD funds and potentially involves bundling, the contracting officer shall, at least 30 days prior to the release of a solicitation or 30 days prior to placing an order without a solicitation, publish in FedBizOpps.gov (or any successor site) a notification of the intent to bundle the requirement.  In addition, if the agency has determined that measurably substantial benefits are expected to be derived as a result of bundling, the notification shall include a brief description of those benefits (see FAR 7.107).
(b)  This requirement is in addition to the notification requirements at FAR 10.001(c)(2)(i) and (ii).","['(a)  When a proposed acquisition is funded entirely using DoD funds and potentially involves bundling, the contracting officer shall, at least 30 days prior to the release of a solicitation or 30 days prior to placing an order without a solicitation, publish in FedBizOpps.gov (or any successor site) a notification of the intent to bundle the requirement.  In addition, if the agency has determined that measurably substantial benefits are expected to be derived as a result of bundling, the notification shall include a brief description of those benefits (see FAR 7.107).', '(b)  This requirement is in addition to the notification requirements at FAR 10.001(c)(2)(i) and (ii).']",,
205.205-71,Only one responsible source.,Follow the procedures at PGI 206.302-1 (d) prior to soliciting a proposal without providing for full and open competition under the authority at FAR 6.302-1.,['Follow the procedures at PGI 206.302-1 (d) prior to soliciting a proposal without providing for full and open competition under the authority at FAR 6.302-1.'],,
205.207,Preparation and transmittal of synopses.,"(a)(i)  For numbering synopsis notices, follow the procedures at PGI 205.207 (a)(i).
(d)  For special notices for small business events, follow the procedures at PGI 205.207 (d).","['(a)(i)  For numbering synopsis notices, follow the procedures at PGI 205.207 (a)(i).', '(d)  For special notices for small business events, follow the procedures at PGI 205.207 (d).']",,
205.301,General.,"(a)(S-70) Synopsis of exceptions to domestic source requirements.
(i) In accordance with 10 U.S.C. 4862 (k), contracting officers also must synopsize through the GPE, awards exceeding the simplified acquisition threshold that are for the acquisition of any clothing, fiber, yarn, or fabric items described in 225.7002-1 (a)(1)(ii) through (x), if -
(A) The Secretary concerned has determined that domestic items are not available, in accordance with 225.7002-2 (b); or
(B) The acquisition is for chemical warfare protective clothing, and the contracting officer has determined that an exception to domestic source requirements applies because the acquisition furthers an agreement with a qualifying country, in accordance with 225.7002-2 (n).
(ii) The synopsis must be submitted in sufficient time to permit its publication not later than 7 days after contract award.
(iii) In addition to the information otherwise required in a synopsis of contract award, the synopsis must include one of the following statements as applicable:
(A) “The exception at DFARS 225.7002-2 (b) applies to this acquisition, because the Secretary concerned has determined that items grown, reprocessed, reused, or produced in the United States cannot be acquired as and when needed in satisfactory quality and sufficient quantity at U.S. market prices.”
(B) “The exception at DFARS 225.7002-2 (n) applies to this acquisition, because the contracting officer has determined that this acquisition of chemical warfare protective clothing furthers an agreement with a qualifying country identified in DFARS 225.003 (10).”","['(a)(S-70) Synopsis of exceptions to domestic source requirements.', '(i) In accordance with 10 U.S.C. 4862 (k), contracting officers also must synopsize through the GPE, awards exceeding the simplified acquisition threshold that are for the acquisition of any clothing, fiber, yarn, or fabric items described in 225.7002-1 (a)(1)(ii) through (x), if -', '(A) The Secretary concerned has determined that domestic items are not available, in accordance with 225.7002-2 (b); or', '(B) The acquisition is for chemical warfare protective clothing, and the contracting officer has determined that an exception to domestic source requirements applies because the acquisition furthers an agreement with a qualifying country, in accordance with 225.7002-2 (n).', '(ii) The synopsis must be submitted in sufficient time to permit its publication not later than 7 days after contract award.', '(iii) In addition to the information otherwise required in a synopsis of contract award, the synopsis must include one of the following statements as applicable:', '(A) “The exception at DFARS 225.7002-2 (b) applies to this acquisition, because the Secretary concerned has determined that items grown, reprocessed, reused, or produced in the United States cannot be acquired as and when needed in satisfactory quality and sufficient quantity at U.S. market prices.”', '(B) “The exception at DFARS 225.7002-2 (n) applies to this acquisition, because the contracting officer has determined that this acquisition of chemical warfare protective clothing furthers an agreement with a qualifying country identified in DFARS 225.003 (10).”']","225.7002-1,225.7002-2,225.7002-2,225.7002-2,225.7002-2,225.003",
205.303,Announcement of contract awards.,"(a) Public Announcement .
(i) The threshold for DoD awards is $7.5 million. Report all contractual actions, including modifications, that have a face value, excluding unexercised options, of more than $7.5 million.
(A) For undefinitized contractual actions, report the not-to-exceed (NTE) amount. Later, if the definitized amount exceeds the NTE amount by more than $ 7.5 million, report only the amount exceeding the NTE.
(B) For indefinite delivery, time and material, labor hour, and similar contracts, report the initial award if the estimated face value, excluding unexercised options, is more than $7.5 million. Do not report orders up to the estimated value, but after the estimated value is reached, report subsequent modifications and orders that have a face value of more than $7.5 million.
(C) Do not report the same work twice.
(ii) Departments and agencies submit the information—
(A) To the Office of the Assistant Secretary of Defense (Public Affairs);
(B) By the close of business the day before the date of the proposed award;
(C) Using report control symbol DD-LA-(AR) 1279;
(D) Including, as a minimum, the following—
(1) Contract data . Contract number, modification number, or delivery order number, face value of this action, total cumulative face value of the contract, description of what is being bought, contract type, whether any of the buy was for foreign military sales (FMS) and identification of the FMS customer ;
(2) Competition information. Number of solicitations mailed and number of offers received;
(3) Contractor data. Name, address, and place of performance (if significant work is performed at a different location);
(4) Funding data. Type of appropriation and fiscal year of the funds, and whether the contract is multiyear (see FAR Subpart 17.1); and
(5) Miscellaneous data. Identification of the contracting office, the contracting office point of contact, known congressional interest, and the information release date.
(iii) Departments and agencies, in accordance with department/agency procedures and concurrent with the public announcement, shall provide information similar to that required by paragraph (a)(ii) of this section to members of Congress in whose State or district the contractor is located and the work is to be performed.","['(a) Public Announcement .', '(i) The threshold for DoD awards is $7.5 million. Report all contractual actions, including modifications, that have a face value, excluding unexercised options, of more than $7.5 million.', '(A) For undefinitized contractual actions, report the not-to-exceed (NTE) amount. Later, if the definitized amount exceeds the NTE amount by more than $ 7.5 million, report only the amount exceeding the NTE.', '(B) For indefinite delivery, time and material, labor hour, and similar contracts, report the initial award if the estimated face value, excluding unexercised options, is more than $7.5 million. Do not report orders up to the estimated value, but after the estimated value is reached, report subsequent modifications and orders that have a face value of more than $7.5 million.', '(C) Do not report the same work twice.', '(ii) Departments and agencies submit the information—', '(A) To the Office of the Assistant Secretary of Defense (Public Affairs);', '(B) By the close of business the day before the date of the proposed award;', '(C) Using report control symbol DD-LA-(AR) 1279;', '(D) Including, as a minimum, the following—', '(1) Contract data . Contract number, modification number, or delivery order number, face value of this action, total cumulative face value of the contract, description of what is being bought, contract type, whether any of the buy was for foreign military sales (FMS) and identification of the FMS customer ;', '(2) Competition information. Number of solicitations mailed and number of offers received;', '(3) Contractor data. Name, address, and place of performance (if significant work is performed at a different location);', '(4) Funding data. Type of appropriation and fiscal year of the funds, and whether the contract is multiyear (see FAR Subpart 17.1); and', '(5) Miscellaneous data. Identification of the contracting office, the contracting office point of contact, known congressional interest, and the information release date.', '(iii) Departments and agencies, in accordance with department/agency procedures and concurrent with the public announcement, shall provide information similar to that required by paragraph (a)(ii) of this section to members of Congress in whose State or district the contractor is located and the work is to be performed.']",,
205.470,Contract clause.,"Use the clause at 252.205-7000 , Provision of Information to Cooperative Agreement Holders, in solicitations and contracts, including solicitations and contracts using FAR part 12 procedures for the acquisition of commercial items, that are expected to exceed $1.5 million. This clause implements 10 U.S.C. 4957 .","['Use the clause at 252.205-7000 , Provision of Information to Cooperative Agreement Holders, in solicitations and contracts, including solicitations and contracts using FAR part 12 procedures for the acquisition of commercial items, that are expected to exceed $1.5 million. This clause implements 10 U.S.C. 4957 .']",252.205-7000,
205.502,Authority.,(a) Newspapers .  Heads of contracting activities are delegated authority to approve the publication of paid advertisements in newspapers.,['(a) Newspapers .  Heads of contracting activities are delegated authority to approve the publication of paid advertisements in newspapers.'],,
